PLEHNPDM_00003	K08678
PLEHNPDM_03357	K00249
PLEHNPDM_03365	K07636
PLEHNPDM_03367	K01473
PLEHNPDM_03368	K01474
PLEHNPDM_03372	K00121
PLEHNPDM_03373	K01488
PLEHNPDM_03374	K14733
PLEHNPDM_03375	K00015
PLEHNPDM_03376	K18703
PLEHNPDM_03377	K02137
PLEHNPDM_03378	K02111
PLEHNPDM_03379	K02115
PLEHNPDM_03380	K02112
PLEHNPDM_03382	K00830
PLEHNPDM_03383	K02003
PLEHNPDM_03388	K01652
PLEHNPDM_03392	K07006
PLEHNPDM_03395	K00761
PLEHNPDM_03398	K02433
PLEHNPDM_03401	K01692
PLEHNPDM_03404	K18703
PLEHNPDM_03405	K01426
PLEHNPDM_03407	K13530
PLEHNPDM_03408	K02358
PLEHNPDM_03411	K02601
PLEHNPDM_03412	K02867
PLEHNPDM_03413	K02863
PLEHNPDM_03414	K02864
PLEHNPDM_03415	K02935
PLEHNPDM_03416	K03043
PLEHNPDM_03417	K03046
PLEHNPDM_03418	K02950
PLEHNPDM_03419	K02992
PLEHNPDM_03420	K02355
PLEHNPDM_03423	K03553
PLEHNPDM_03428	K17623
PLEHNPDM_03431	K00219
PLEHNPDM_03434	K01692
PLEHNPDM_03438	K00108
PLEHNPDM_03440	K01687
PLEHNPDM_03443	K01262
PLEHNPDM_03444	K05799
PLEHNPDM_03447	K00548
PLEHNPDM_03450	K01768
PLEHNPDM_03452	K04765
PLEHNPDM_03453	K01092
PLEHNPDM_03454	K04077
PLEHNPDM_03455	K04078
PLEHNPDM_03457	K00253
PLEHNPDM_03460	K18928
PLEHNPDM_03461	K18929
PLEHNPDM_03462	K00782
PLEHNPDM_03466	K01432
PLEHNPDM_03469	K01768
PLEHNPDM_03470	K00059
PLEHNPDM_03473	K02034
PLEHNPDM_03474	K02033
PLEHNPDM_03475	K02035
PLEHNPDM_03476	K02032
PLEHNPDM_03484	K18890
PLEHNPDM_03495	K01409
PLEHNPDM_03496	K01749
PLEHNPDM_03500	K00020
PLEHNPDM_03503	K03216
PLEHNPDM_03504	K00411
PLEHNPDM_03505	K00412
PLEHNPDM_03506	K00413
PLEHNPDM_03507	K00772
PLEHNPDM_03508	K00759
PLEHNPDM_03509	K22303
PLEHNPDM_03510	K01053
PLEHNPDM_03511	K02221
PLEHNPDM_03513	K03327
PLEHNPDM_03517	K07303
PLEHNPDM_03518	K00106
PLEHNPDM_03521	K19802
PLEHNPDM_03525	K23107
PLEHNPDM_03526	K18703
PLEHNPDM_03527	K01895
PLEHNPDM_03529	K02003
PLEHNPDM_03533	K18912
PLEHNPDM_03534	K00059
PLEHNPDM_03542	K09987
PLEHNPDM_03547	K00020
PLEHNPDM_03548	K01652
PLEHNPDM_03552	K01627
PLEHNPDM_03553	K01937
PLEHNPDM_03558	K08678
PLEHNPDM_03559	K02372
PLEHNPDM_03562	K05396
PLEHNPDM_03568	K01895
PLEHNPDM_03575	K01657
PLEHNPDM_03577	K15016
PLEHNPDM_03581	K00059
PLEHNPDM_03583	K15468
PLEHNPDM_03585	K00799
PLEHNPDM_03586	K03417
PLEHNPDM_03587	K03535
PLEHNPDM_03588	K03686
PLEHNPDM_03589	K04043
PLEHNPDM_03592	K01920
PLEHNPDM_03595	K07056
PLEHNPDM_03599	K01990
PLEHNPDM_03600	K01992
PLEHNPDM_03603	K04079
PLEHNPDM_03604	K00666
PLEHNPDM_03607	K00568
PLEHNPDM_03609	K00059
PLEHNPDM_03611	K05607
PLEHNPDM_03612	K02371
PLEHNPDM_03613	K22818
PLEHNPDM_03614	K00249
PLEHNPDM_03616	K11810
PLEHNPDM_03618	K00121
PLEHNPDM_03624	K00615
PLEHNPDM_03625	K00615
PLEHNPDM_03629	K18967
PLEHNPDM_03630	K00253
PLEHNPDM_03632	K00059
PLEHNPDM_03633	K01845
PLEHNPDM_03636	K11527
PLEHNPDM_03638	K00059
PLEHNPDM_03640	K01512
PLEHNPDM_03641	K01965
PLEHNPDM_03642	K01966
PLEHNPDM_03645	K01091
PLEHNPDM_03647	K06180
PLEHNPDM_03648	K06199
PLEHNPDM_03649	K07478
PLEHNPDM_03650	K04771
PLEHNPDM_03651	K02879
PLEHNPDM_03652	K03040
PLEHNPDM_03653	K02948
PLEHNPDM_03654	K02952
PLEHNPDM_03655	K00939
PLEHNPDM_03656	K03076
PLEHNPDM_03657	K02876
PLEHNPDM_03659	K02988
PLEHNPDM_03660	K02881
PLEHNPDM_03661	K02933
PLEHNPDM_03662	K02994
PLEHNPDM_03663	K02954
PLEHNPDM_03664	K02931
PLEHNPDM_03665	K02895
PLEHNPDM_03666	K02874
PLEHNPDM_03667	K02961
PLEHNPDM_03668	K02904
PLEHNPDM_03669	K02878
PLEHNPDM_03670	K02982
PLEHNPDM_03671	K02890
PLEHNPDM_03672	K02965
PLEHNPDM_03673	K02886
PLEHNPDM_03674	K02892
PLEHNPDM_03675	K02926
PLEHNPDM_03676	K02906
PLEHNPDM_03677	K02946
PLEHNPDM_03678	K02358
PLEHNPDM_03681	K00059
PLEHNPDM_03682	K13941
PLEHNPDM_03693	K05607
PLEHNPDM_03694	K02083
PLEHNPDM_03699	K00219
PLEHNPDM_03700	K01066
PLEHNPDM_03701	K00076
PLEHNPDM_03702	K00059
PLEHNPDM_03703	K00008
PLEHNPDM_03711	K02049
PLEHNPDM_03712	K02049
PLEHNPDM_03718	K02510
PLEHNPDM_03720	K02017
PLEHNPDM_03721	K02018
PLEHNPDM_03722	K02020
PLEHNPDM_03723	K01760
PLEHNPDM_03724	K10039
PLEHNPDM_03725	K09970
PLEHNPDM_03726	K09971
PLEHNPDM_03727	K09972
PLEHNPDM_03729	K01011
PLEHNPDM_03730	K01872
PLEHNPDM_03731	K01738
PLEHNPDM_03732	K01515
PLEHNPDM_03733	K03316
PLEHNPDM_03735	K07716
PLEHNPDM_03736	K01897
PLEHNPDM_03739	K01768
PLEHNPDM_03740	K07588
PLEHNPDM_03748	K07088
PLEHNPDM_03749	K02566
PLEHNPDM_03750	K07447
PLEHNPDM_03752	K02433
PLEHNPDM_03753	K02434
PLEHNPDM_03755	K00123
PLEHNPDM_03756	K00335
PLEHNPDM_03761	K06212
PLEHNPDM_03766	K02851
PLEHNPDM_03767	K08679
PLEHNPDM_03769	K01784
PLEHNPDM_03770	K03271
PLEHNPDM_03771	K15866
PLEHNPDM_03773	K03655
PLEHNPDM_03776	K07735
PLEHNPDM_03777	K00059
PLEHNPDM_03779	K07045
PLEHNPDM_03780	K06920
PLEHNPDM_03782	K00067
PLEHNPDM_03787	K00615
PLEHNPDM_03788	K00615
PLEHNPDM_03792	K07716
PLEHNPDM_03795	K03086
PLEHNPDM_03796	K02316
PLEHNPDM_03797	K09117
PLEHNPDM_03798	K01956
PLEHNPDM_03805	K00315
PLEHNPDM_03810	K01474
PLEHNPDM_03811	K01473
PLEHNPDM_03813	K01687
PLEHNPDM_03815	K02986
PLEHNPDM_03816	K02533
PLEHNPDM_03817	K01649
PLEHNPDM_03818	K01883
PLEHNPDM_03820	K07068
PLEHNPDM_03821	K00059
PLEHNPDM_03823	K11527
PLEHNPDM_03824	K03518
PLEHNPDM_03825	K00087
PLEHNPDM_03826	K03519
PLEHNPDM_03828	K09005
PLEHNPDM_03832	K09667
PLEHNPDM_03838	K01025
PLEHNPDM_03839	K09823
PLEHNPDM_03840	K09816
PLEHNPDM_03841	K09817
PLEHNPDM_03842	K22071
PLEHNPDM_03846	K01796
PLEHNPDM_03847	K01966
PLEHNPDM_03848	K01966
PLEHNPDM_03849	K00059
PLEHNPDM_03853	K03406
PLEHNPDM_03855	K16066
PLEHNPDM_03858	K01969
PLEHNPDM_03861	K07659
PLEHNPDM_03863	K01756
PLEHNPDM_03865	K00666
PLEHNPDM_03867	K16167
PLEHNPDM_03868	K16168
PLEHNPDM_03870	K07749
PLEHNPDM_03871	K01923
PLEHNPDM_03872	K23264
PLEHNPDM_03873	K23265
PLEHNPDM_03874	K23269
PLEHNPDM_03876	K07390
PLEHNPDM_03878	K18702
PLEHNPDM_03879	K05396
PLEHNPDM_03880	K07716
PLEHNPDM_03882	K05929
PLEHNPDM_03885	K03119
PLEHNPDM_03887	K07515
PLEHNPDM_03888	K18703
PLEHNPDM_03891	K01436
PLEHNPDM_03894	K00162
PLEHNPDM_03895	K00219
PLEHNPDM_03896	K00784
PLEHNPDM_03897	K02032
PLEHNPDM_03898	K02031
PLEHNPDM_03899	K02034
PLEHNPDM_03900	K02033
PLEHNPDM_03901	K02035
PLEHNPDM_03902	K01916
PLEHNPDM_03903	K01961
PLEHNPDM_03905	K01640
PLEHNPDM_03908	K02346
PLEHNPDM_03909	K00847
PLEHNPDM_03912	K11527
PLEHNPDM_03913	K02488
PLEHNPDM_03914	K02913
PLEHNPDM_03919	K22074
PLEHNPDM_03923	K12573
PLEHNPDM_03924	K03168
PLEHNPDM_03925	K04096
PLEHNPDM_03926	K04751
PLEHNPDM_03927	K03320
PLEHNPDM_03928	K14267
PLEHNPDM_03929	K03466
PLEHNPDM_03931	K20497
PLEHNPDM_03938	K00354
PLEHNPDM_03939	K00108
PLEHNPDM_03948	K01652
PLEHNPDM_03950	K00161
PLEHNPDM_03951	K00162
PLEHNPDM_03955	K00901
PLEHNPDM_03956	K01473
PLEHNPDM_03957	K01474
PLEHNPDM_03969	K01739
PLEHNPDM_03972	K01768
PLEHNPDM_03973	K03442
PLEHNPDM_03975	K01897
PLEHNPDM_03976	K03417
PLEHNPDM_03978	K05898
PLEHNPDM_03982	K01674
PLEHNPDM_03983	K03406
PLEHNPDM_03985	K08300
PLEHNPDM_03986	K06287
PLEHNPDM_03987	K02518
PLEHNPDM_03989	K18703
PLEHNPDM_03991	K02621
PLEHNPDM_03992	K01897
PLEHNPDM_03993	K03119
PLEHNPDM_03995	K18703
PLEHNPDM_03998	K04094
PLEHNPDM_04003	K07141
PLEHNPDM_04004	K07402
PLEHNPDM_04005	K07402
PLEHNPDM_04006	K07161
PLEHNPDM_04008	K03519
PLEHNPDM_04009	K03520
PLEHNPDM_04010	K03518
PLEHNPDM_04014	K00322
PLEHNPDM_04016	K00059
PLEHNPDM_04019	K01799
PLEHNPDM_04022	K19302
PLEHNPDM_04024	K06134
PLEHNPDM_04025	K03797
PLEHNPDM_04029	K17231
PLEHNPDM_04031	K01474
PLEHNPDM_04032	K01473
PLEHNPDM_04033	K16871
PLEHNPDM_04034	K00477
PLEHNPDM_04036	K09767
PLEHNPDM_04038	K00013
PLEHNPDM_04039	K13247
PLEHNPDM_04040	K00059
PLEHNPDM_04043	K03937
PLEHNPDM_04045	K00059
PLEHNPDM_04046	K00059
PLEHNPDM_04048	K02231
PLEHNPDM_04049	K03465
PLEHNPDM_04052	K05607
PLEHNPDM_04058	K03119
PLEHNPDM_04059	K03406
PLEHNPDM_04060	K03776
PLEHNPDM_04061	K00058
PLEHNPDM_04062	K05607
PLEHNPDM_04063	K00803
PLEHNPDM_04064	K02495
PLEHNPDM_04070	K09711
PLEHNPDM_04073	K03800
PLEHNPDM_04074	K03325
PLEHNPDM_04079	K01652
PLEHNPDM_04083	K01474
PLEHNPDM_04084	K01473
PLEHNPDM_04087	K00087
PLEHNPDM_04088	K03519
PLEHNPDM_04089	K18914
PLEHNPDM_04090	K00175
PLEHNPDM_04091	K00174
PLEHNPDM_04094	K03704
PLEHNPDM_04099	K15866
PLEHNPDM_04102	K07110
PLEHNPDM_04103	K01637
PLEHNPDM_04105	K01473
PLEHNPDM_04106	K01474
PLEHNPDM_04109	K00262
PLEHNPDM_04110	K07716
PLEHNPDM_04111	K16961
PLEHNPDM_04114	K02618
PLEHNPDM_04116	K01652
PLEHNPDM_04117	K01708
PLEHNPDM_04123	K15866
PLEHNPDM_04126	K01784
PLEHNPDM_04128	K00020
PLEHNPDM_04130	K03519
PLEHNPDM_04131	K03518
PLEHNPDM_04132	K03520
PLEHNPDM_04134	K01473
PLEHNPDM_04135	K01474
PLEHNPDM_04136	K01775
PLEHNPDM_04137	K01474
PLEHNPDM_04138	K01473
PLEHNPDM_04139	K21393
PLEHNPDM_04142	K00059
PLEHNPDM_04143	K07659
PLEHNPDM_04144	K03110
PLEHNPDM_04145	K18707
PLEHNPDM_04146	K01778
PLEHNPDM_04148	K03520
PLEHNPDM_04150	K01684
PLEHNPDM_04152	K07102
PLEHNPDM_04153	K06925
PLEHNPDM_04155	K01251
PLEHNPDM_04158	K01953
PLEHNPDM_04163	K06147
PLEHNPDM_04168	K02510
PLEHNPDM_04171	K01652
PLEHNPDM_04174	K01784
PLEHNPDM_04175	K01652
PLEHNPDM_04177	K00059
PLEHNPDM_04179	K01053
PLEHNPDM_04181	K00060
PLEHNPDM_04182	K11959
PLEHNPDM_04183	K01997
PLEHNPDM_04184	K01998
PLEHNPDM_04185	K01995
PLEHNPDM_04186	K01996
PLEHNPDM_04192	K01652
PLEHNPDM_04193	K00058
PLEHNPDM_04195	K15919
PLEHNPDM_04198	K15866
PLEHNPDM_04200	K01491
PLEHNPDM_04204	K03183
PLEHNPDM_04205	K12507
PLEHNPDM_04206	K11209
PLEHNPDM_04210	K01611
PLEHNPDM_04218	K01692
PLEHNPDM_04219	K07048
PLEHNPDM_04221	K18244
PLEHNPDM_04224	K21307
PLEHNPDM_04225	K21308
PLEHNPDM_04226	K21309
PLEHNPDM_04227	K01652
PLEHNPDM_04228	K01473
PLEHNPDM_04229	K01474
PLEHNPDM_04230	K00826
PLEHNPDM_04232	K00812
PLEHNPDM_04233	K01473
PLEHNPDM_04234	K01474
PLEHNPDM_04237	K00812
PLEHNPDM_04239	K01628
PLEHNPDM_04242	K00344
PLEHNPDM_04246	K01938
PLEHNPDM_04247	K01438
PLEHNPDM_04248	K15580
PLEHNPDM_04249	K02033
PLEHNPDM_04250	K02034
PLEHNPDM_04251	K02032
PLEHNPDM_04255	K00208
PLEHNPDM_04256	K01736
PLEHNPDM_04259	K04744
PLEHNPDM_04261	K07091
PLEHNPDM_04262	K06991
PLEHNPDM_04264	K01255
PLEHNPDM_04266	K00059
PLEHNPDM_04272	K01246
PLEHNPDM_04273	K22073
PLEHNPDM_04274	K02843
PLEHNPDM_04276	K19422
PLEHNPDM_04277	K01953
PLEHNPDM_04278	K01465
PLEHNPDM_04279	K19745
PLEHNPDM_04280	K01008
PLEHNPDM_04283	K02523
PLEHNPDM_04288	K00974
PLEHNPDM_04290	K18665
PLEHNPDM_04292	K03924
PLEHNPDM_04302	K07258
PLEHNPDM_04304	K06891
PLEHNPDM_04305	K03694
PLEHNPDM_04307	K00477
PLEHNPDM_04308	K00076
PLEHNPDM_04311	K01262
PLEHNPDM_04314	K00591
PLEHNPDM_04315	K08188
PLEHNPDM_04316	K01848
PLEHNPDM_04319	K03547
PLEHNPDM_04321	K12409
PLEHNPDM_04325	K07511
PLEHNPDM_04333	K00059
PLEHNPDM_04335	K09838
PLEHNPDM_04337	K07126
PLEHNPDM_04338	K07126
PLEHNPDM_04339	K00820
PLEHNPDM_04340	K04042
PLEHNPDM_04342	K01091
PLEHNPDM_04344	K18703
PLEHNPDM_04347	K07068
PLEHNPDM_04348	K08764
PLEHNPDM_04354	K21888
PLEHNPDM_04359	K03153
PLEHNPDM_04360	K18204
PLEHNPDM_04363	K19286
PLEHNPDM_04365	K07716
PLEHNPDM_04366	K07511
PLEHNPDM_04369	K05820
PLEHNPDM_04370	K01692
PLEHNPDM_04371	K00799
PLEHNPDM_04373	K01911
PLEHNPDM_04374	K09458
PLEHNPDM_04375	K00483
PLEHNPDM_04376	K03417
PLEHNPDM_04377	K15016
PLEHNPDM_04380	K00549
PLEHNPDM_04382	K11209
PLEHNPDM_04384	K00446
PLEHNPDM_04385	K00008
PLEHNPDM_04386	K07716
PLEHNPDM_04387	K03651
PLEHNPDM_04389	K00874
PLEHNPDM_04390	K01625
PLEHNPDM_04392	K01480
PLEHNPDM_04394	K01563
PLEHNPDM_04395	K15866
PLEHNPDM_04396	K01126
PLEHNPDM_04398	K01847
PLEHNPDM_04399	K07588
PLEHNPDM_04401	K02035
PLEHNPDM_04402	K02031
PLEHNPDM_04403	K02032
PLEHNPDM_04404	K02034
PLEHNPDM_04405	K02033
PLEHNPDM_04406	K12368
PLEHNPDM_04410	K01714
PLEHNPDM_04414	K01006
PLEHNPDM_04415	K01879
PLEHNPDM_04416	K01878
PLEHNPDM_04418	K00108
PLEHNPDM_04419	K05366
PLEHNPDM_04420	K02470
PLEHNPDM_04421	K03629
PLEHNPDM_04422	K02338
PLEHNPDM_04423	K01714
PLEHNPDM_04428	K01255
PLEHNPDM_04429	K05802
PLEHNPDM_04430	K18703
PLEHNPDM_04432	K01652
PLEHNPDM_04434	K01768
PLEHNPDM_04435	K02433
PLEHNPDM_04437	K00059
PLEHNPDM_04438	K00525
PLEHNPDM_04439	K00655
PLEHNPDM_04442	K09812
PLEHNPDM_04444	K00760
PLEHNPDM_04445	K02486
PLEHNPDM_04447	K05898
PLEHNPDM_04448	K00244
PLEHNPDM_04449	K19802
PLEHNPDM_04455	K02314
PLEHNPDM_04456	K03568
PLEHNPDM_04457	K02275
PLEHNPDM_04458	K02256
PLEHNPDM_04459	K02257
PLEHNPDM_04461	K02258
PLEHNPDM_04462	K02262
PLEHNPDM_04464	K14998
PLEHNPDM_04465	K01299
PLEHNPDM_04466	K01733
PLEHNPDM_04467	K17732
PLEHNPDM_04471	K02046
PLEHNPDM_04478	K01118
PLEHNPDM_04482	K01897
PLEHNPDM_04484	K00320
PLEHNPDM_04486	K00641
PLEHNPDM_04488	K00817
PLEHNPDM_04489	K04517
PLEHNPDM_04491	K07232
PLEHNPDM_04493	K07045
PLEHNPDM_04494	K07043
PLEHNPDM_04498	K18166
PLEHNPDM_04499	K18703
PLEHNPDM_04503	K00097
PLEHNPDM_04504	K02528
PLEHNPDM_04505	K01673
PLEHNPDM_04506	K00942
PLEHNPDM_04508	K07082
PLEHNPDM_04509	K09458
PLEHNPDM_04510	K02078
PLEHNPDM_04512	K00059
PLEHNPDM_04513	K00645
PLEHNPDM_04514	K02990
PLEHNPDM_04515	K02963
PLEHNPDM_04517	K02939
PLEHNPDM_04518	K00574
PLEHNPDM_04519	K02314
PLEHNPDM_04520	K01775
PLEHNPDM_04521	K02066
PLEHNPDM_04522	K02065
PLEHNPDM_04523	K04485
PLEHNPDM_04525	K00764
PLEHNPDM_04528	K09990
PLEHNPDM_04529	K06153
PLEHNPDM_04530	K00059
PLEHNPDM_04531	K03953
PLEHNPDM_04532	K01966
PLEHNPDM_04534	K03684
PLEHNPDM_04535	K06041
PLEHNPDM_04538	K06861
PLEHNPDM_04539	K03092
PLEHNPDM_04541	K02806
PLEHNPDM_04544	K04080
PLEHNPDM_04546	K01940
PLEHNPDM_04550	K01436
PLEHNPDM_04560	K00559
PLEHNPDM_04561	K09667
PLEHNPDM_04562	K01790
PLEHNPDM_04564	K03183
PLEHNPDM_04565	K10563
PLEHNPDM_04566	K00249
PLEHNPDM_04568	K15866
PLEHNPDM_04569	K00076
PLEHNPDM_04570	K02618
PLEHNPDM_04572	K12261
PLEHNPDM_04573	K07749
PLEHNPDM_04574	K01759
PLEHNPDM_04575	K01061
PLEHNPDM_04577	K03306
PLEHNPDM_04578	K01610
PLEHNPDM_04581	K02483
PLEHNPDM_04582	K07642
PLEHNPDM_04585	K00248
PLEHNPDM_04586	K00943
PLEHNPDM_04593	K03182
PLEHNPDM_04595	K08303
PLEHNPDM_04598	K01652
PLEHNPDM_04599	K01474
PLEHNPDM_04600	K01473
PLEHNPDM_04602	K01426
PLEHNPDM_04608	K00375
PLEHNPDM_04610	K07020
PLEHNPDM_04611	K15537
PLEHNPDM_04613	K08093
PLEHNPDM_04617	K02554
PLEHNPDM_04618	K00666
PLEHNPDM_04620	K00207
PLEHNPDM_04621	K10678
PLEHNPDM_04622	K01845
PLEHNPDM_04623	K22820
PLEHNPDM_04625	K02433
PLEHNPDM_04630	K01918
PLEHNPDM_04631	K00821
PLEHNPDM_04632	K03585
PLEHNPDM_04633	K18138
PLEHNPDM_04634	K00101
PLEHNPDM_04635	K18200
PLEHNPDM_04636	K22278
PLEHNPDM_04637	K13703
PLEHNPDM_04638	K07079
PLEHNPDM_04640	K12660
PLEHNPDM_04643	K00344
PLEHNPDM_04644	K00666
PLEHNPDM_04646	K02041
PLEHNPDM_04647	K02042
PLEHNPDM_04648	K02042
PLEHNPDM_04649	K14733
PLEHNPDM_04650	K00059
PLEHNPDM_04652	K08683
PLEHNPDM_04655	K00121
PLEHNPDM_04657	K18703
PLEHNPDM_04659	K00833
PLEHNPDM_04664	K03520
PLEHNPDM_04667	K22443
PLEHNPDM_04670	K01426
PLEHNPDM_04671	K01715
PLEHNPDM_04672	K03153
PLEHNPDM_04674	K00605
PLEHNPDM_04678	K02483
PLEHNPDM_04679	K07645
PLEHNPDM_04681	K01897
PLEHNPDM_04683	K00059
PLEHNPDM_04685	K02234
PLEHNPDM_04688	K11390
PLEHNPDM_04691	K00101
PLEHNPDM_04692	K12405
PLEHNPDM_04693	K08764
PLEHNPDM_04694	K02342
PLEHNPDM_04696	K00179
PLEHNPDM_04697	K11753
PLEHNPDM_04698	K22540
PLEHNPDM_04699	K03413
PLEHNPDM_04702	K07301
PLEHNPDM_04703	K03703
PLEHNPDM_04704	K00995
PLEHNPDM_04705	K03753
PLEHNPDM_04706	K03750
PLEHNPDM_04708	K03635
PLEHNPDM_04709	K00065
PLEHNPDM_04714	K02433
PLEHNPDM_04716	K17713
PLEHNPDM_04717	K03977
PLEHNPDM_04718	K01652
PLEHNPDM_04722	K00983
PLEHNPDM_04723	K00058
PLEHNPDM_04724	K12409
PLEHNPDM_04725	K01654
PLEHNPDM_04727	K01426
PLEHNPDM_04731	K01432
PLEHNPDM_04734	K00252
PLEHNPDM_04735	K00643
PLEHNPDM_04737	K01999
PLEHNPDM_04742	K18151
PLEHNPDM_04745	K00015
PLEHNPDM_04746	K18703
PLEHNPDM_04749	K00179
PLEHNPDM_04750	K02433
PLEHNPDM_04751	K21919
PLEHNPDM_04752	K03686
PLEHNPDM_04755	K13283
PLEHNPDM_04756	K07028
PLEHNPDM_04759	K00059
PLEHNPDM_04760	K11407
PLEHNPDM_04762	K07716
PLEHNPDM_04763	K22443
PLEHNPDM_04764	K02503
PLEHNPDM_04765	K11755
PLEHNPDM_04767	K02500
PLEHNPDM_04768	K01814
PLEHNPDM_04769	K02501
PLEHNPDM_04771	K01693
PLEHNPDM_04772	K01419
PLEHNPDM_04773	K03667
PLEHNPDM_04785	K02303
PLEHNPDM_04787	K19339
PLEHNPDM_04790	K11729
PLEHNPDM_04791	K07305
PLEHNPDM_04793	K18912
PLEHNPDM_04806	K02035
PLEHNPDM_04807	K02033
PLEHNPDM_04808	K02034
PLEHNPDM_04809	K02031
PLEHNPDM_04810	K02032
PLEHNPDM_04811	K00817
PLEHNPDM_04813	K02234
PLEHNPDM_04814	K02230
PLEHNPDM_04815	K19221
PLEHNPDM_04816	K02232
PLEHNPDM_04817	K02227
PLEHNPDM_04818	K03795
PLEHNPDM_04819	K06042
PLEHNPDM_04820	K00595
PLEHNPDM_04821	K13540
PLEHNPDM_04822	K13541
PLEHNPDM_04823	K05936
PLEHNPDM_04826	K02433
PLEHNPDM_04832	K02283
PLEHNPDM_04837	K07658
PLEHNPDM_04839	K07090
PLEHNPDM_04841	K06196
PLEHNPDM_04842	K03406
PLEHNPDM_04844	K07058
PLEHNPDM_04848	K00034
PLEHNPDM_04850	K02428
PLEHNPDM_04851	K00989
PLEHNPDM_04852	K03705
PLEHNPDM_04853	K03687
PLEHNPDM_04854	K09927
PLEHNPDM_04855	K00059
PLEHNPDM_04856	K01640
PLEHNPDM_04857	K01895
PLEHNPDM_04858	K00249
PLEHNPDM_04859	K00666
PLEHNPDM_04860	K01692
PLEHNPDM_04861	K01897
PLEHNPDM_04862	K01692
PLEHNPDM_04863	K01961
PLEHNPDM_04864	K01969
PLEHNPDM_04866	K00059
PLEHNPDM_04867	K03406
PLEHNPDM_04868	K07391
PLEHNPDM_04870	K11527
PLEHNPDM_04871	K08218
PLEHNPDM_04872	K23518
PLEHNPDM_04874	K01897
PLEHNPDM_04875	K00019
PLEHNPDM_04876	K07511
PLEHNPDM_04881	K01784
PLEHNPDM_04883	K23736
PLEHNPDM_04884	K00674
PLEHNPDM_04885	K01439
PLEHNPDM_04887	K01800
PLEHNPDM_04888	K06173
PLEHNPDM_04889	K19265
PLEHNPDM_04893	K07716
PLEHNPDM_04894	K00652
PLEHNPDM_04895	K00639
PLEHNPDM_04898	K01474
PLEHNPDM_04899	K01473
PLEHNPDM_04903	K19591
PLEHNPDM_04908	K01756
PLEHNPDM_04909	K08726
PLEHNPDM_04910	K00078
PLEHNPDM_04911	K00344
PLEHNPDM_04912	K01848
PLEHNPDM_04914	K01916
PLEHNPDM_04918	K11527
PLEHNPDM_04926	K00812
PLEHNPDM_04927	K15866
PLEHNPDM_04930	K13702
PLEHNPDM_04932	K02843
PLEHNPDM_04935	K01868
PLEHNPDM_04936	K02520
PLEHNPDM_04937	K02028
PLEHNPDM_04938	K02069
PLEHNPDM_04939	K22373
PLEHNPDM_04940	K09121
PLEHNPDM_04941	K06864
PLEHNPDM_04942	K06898
PLEHNPDM_04945	K17744
PLEHNPDM_04948	K07511
PLEHNPDM_04950	K03520
PLEHNPDM_04953	K03119
PLEHNPDM_04957	K00249
PLEHNPDM_04958	K01061
PLEHNPDM_04960	K22303
PLEHNPDM_04961	K03786
